Ticker,Company
BCI.L,BMO CAP & INC
BCPT.L,BMO COMM PROP.
BGSC.L,BMO GLOBAL
BPET.L,BMO PRIV. ORD
BREI.L,BMO REAL EST
BOY.L,BODYCOTE
BOOT.L,BOOT(H)
BP.L,BP
BATS.L,BR.AMER.TOB.
BLND.L,BR.LAND
THRG.L,BR.THROG.TRUST
BRW.L,BREWIN DOLPHIN
BVIC.L,BRITVIC
BWNG.L,BROWN(N.) GRP.
BUT.L,BRUNNER INV.TST
BT.A.L,BT GROUP
BNZL.L,BUNZL
BRBY.L,BURBERRY GRP
CCR.L,C&C GRP
CNE.L,CAIRN ENERGY
CLDN.L,CALEDONIA INV.
CAPC.L,CAP & COUNT
CAL.L,CAP.&REG.
CPI.L,CAPITA GROUP
CGT.L,CAPITAL GEARING
CARD.L,CARD FACTORY
CCL.L,CARNIVAL
CARR.L,CARRS GROUP
CCJI.L,CC JAPAN
CEY.L,CENTAMIN
CNA.L,CENTRICA
CHG.L,CHEMRING GRP.
CSN.L,CHESNARA
CINE.L,CINEWORLD
CLIG.L,CITY LON INV
CTY.L,CITY LON.
CMHY.L,CITY MERCH.HIGH
CSH.L,CIVITAS SOCIAL
CKN.L,CLARKSON
CLG.L,CLIPPER
CBG.L,CLOSE BR.GRP.
CLI.L,CLS HDGS
CMCX.L,CMC MKTS
COA.L,COATS GROUP
CCH.L,COCACOLA HBC AG
CPG.L,COMPASS GROUP
CCC.L,COMPUTACENTER
CNCT.L,CONNECT GRP
GLO.L,CONTOURGLBL
CTEC.L,CONVATEC
COST.L,COSTAIN GRP.
CSP.L,COUNTRYSIDE
NCYF.L,CQS NEW C.H.Y.F
CWK.L,CRANSWICK
CRST.L,CREST NICHOLSON
CRH.L,CRH
CRDA.L,CRODA INTL.
CREI.L,CUSTODIAN REIT
CCPG.L,CVC CREDIT GBP
DJAN.L,DAEJAN HLDGS
DCC.L,DCC
DLAR.L,DE LA RUE
DPH.L,DECHRA PHARM
DLN.L,DERWENT LONDON
DVO.L,DEVRO
DFS.L,DFS FURN
DGE.L,DIAGEO
DIA.L,DIALIGHT
DTY.L,DIGNITY
DPLM.L,DIPLOMA
DLG.L,DIRECT LINE
DSCV.L,DISCOVERIE GRP.
DIVI.L,DIVERSE INC
DC.L,DIXONS CARPHO
DOM.L,DOMINO'S PIZZA
DPEU.L,DP EURASIA
DRX.L,DRAX
DIG.L,DUNEDIN INC.
DNLM.L,DUNELM
DWF.L,DWF GROUP
EZJ.L,EASYJET
EGL.L,ECOFIN GLOBAL
EDIN.L,EDIN.INV.TST.
EWI.L,EDIN.WWIDE INV
EPIC.L,EDISTON PRPRTY
ELTA.L,ELECTRA PRIVATE
ECM.L,ELECTROCOMPS.
ELM.L,ELEMENTIS
ESP.L,EMPIRIC
ENOG.L,ENERGEAN OIL
ENQ.L,ENQUEST
EPG.L,EP GLOBAL
EQN.L,EQUINITI
ESNT.L,ESSENTRA
JEO.L,EURO OPPS TR.
ERM.L,EUROMONEY INST.
EAT.L,EUROPEAN ASSETS
EVR.L,EVRAZ
EXPN.L,EXPERIAN
FCIT.L,F &C IV.TST
FDM.L,FDM GROUP HLDG
FERG.L,FERGUSON
FXPO.L,FERREXPO
FEV.L,FID.EURO.VAL.
FSV.L,FID.SP.VAL.
FAS.L,FIDELITY ASIAN
FCSS.L,FIDELITY CHINA
FJV.L,FIDELITY JAPAN
FIN.L,FINABLR
FGT.L,FINSBURY GTH.
FGP.L,FIRSTGROUP
FSJ.L,FISHER(J)& SONS
FLTR.L,FLUTTER ENT
FSFL.L,FORESIGHT SOLAR
FORT.L,FORTERRA
FOXT.L,FOXTONS
FRAS.L,FRASERS GRP
FRES.L,FRESNILLO
FSTA.L,"FULLER,SMITH'A'"
FCH.L,FUNDING CIRCLE
FEET.L,FUNDSMITH EMERG
FUTR.L,FUTURE
GFS.L,G4S
GFRD.L,GALLIFORD TRY
GAW.L,GAMES WORKSHOP
GYS.L,GAMESYS GROUP
GABI.L,GCP ASSET BCKD
GCP.L,GCP INFRA.
DIGS.L,GCP STUDENT LIV
GEMD.L,GEM DIAMONDS DI
GSS.L,GENESIS E.M.F.
GNS.L,GENUS
CGEO.L,GEORGIA CAPITAL
GHG.L,GEORGIA H
GSK.L,GLAXOSMITHKLINE
GLEN.L,GLENCORE
GOG.L,GO-AHEAD GROUP
GOCO.L,GOCO GROUP
GDWN.L,GOODWIN
GPOR.L,GR.PORTLAND
GFTU.L,GRAFTON GRP.UTS
GRI.L,GRAINGER
UKW.L,GREENCOAT UK
GNC.L,GREENCORE GRP.
GRG.L,GREGGS
GVC.L,GVC HLDGS
GYM.L,GYM GRP
HFD.L,HALFORDS
HLMA.L,HALMA
HMSO.L,HAMMERSON
HVPE.L,HARBOURVEST
HL.L,HARGREAVES LANS
HWG.L,HARWORTH GP
HSTG.L,HASTINGS GP
HAS.L,HAYS
HEAD.L,HEADLAM GROUP
HLCL.L,HELICAL PLC
HTWS.L,HELIOS TOWERS
HEFT.L,HEND.EUR.FOCUS
HNE.L,HEND.EURO.
HFEL.L,HEND.FAR EAST
HHI.L,HEND.HIGH INC
HSL.L,HEND.SMALL COS.
HAST.L,HENDERSON ALT
HDIV.L,HENDERSON DIV
HINT.L,HENDERSON INT.
HRI.L,HERALD INV.
HGT.L,HG CAPITAL
HICL.L,HICL INFRASTRU.
HTCF.L,HIGHBRIDGE GBP
HIK.L,HIKMA
HILS.L,HILL & SMITH
HFG.L,HILTON FOOD
SONG.L,HIPGNOSIS SONG.
HSX.L,HISCOX
HOC.L,HOCHSCHILD
BOWL.L,HOLLYWOOD BWL
HSV.L,HOMESERVE
HSW.L,HOSTELWORLD
HWDN.L,HOWDEN JOINERY
HSBA.L,HSBC HLDGS.UK
HTG.L,HUNTING
HNT.L,HUNTSWORTH
HYVE.L,HYVE GRP.
IBST.L,IBSTOCK
ICGT.L,ICG ENT TRST
LBOW.L,ICG-LONGBOW
IGG.L,IG GROUP
IMI.L,IMI
IMB.L,IMP.BRANDS
IHR.L,IMPACT HEALTH
IEM.L,IMPAX ENV.MKT
INCH.L,INCHCAPE
IIT.L,IND.INV.TST
INDV.L,INDIVIOR
INF.L,INFORMA
IBT.L,INT.BIOTECH.
ICP.L,INT.CAP.GRP
IPF.L,INTER. PERS.
IHG.L,INTERCON. HOTEL
ITRK.L,INTERTEK GROUP
IHP.L,INTGRAFIN HLDG
IAG.L,INTL CONSOL AIR
INPP.L,INTL PUBLIC
INTU.L,INTU PROPERTIES
IAT.L,INVESCO ASIA
IVI.L,INVESCO INC GTH
IPU.L,INVESCO PERP UK
INVP.L,INVESTEC
IPO.L,IP GROUP
ITV.L,ITV
IWG.L,IWG
JD.L,JD SPORTS
JLEN.L,JLEN ENV
JLG.L,JOHN LAING G
JMAT.L,JOHNSON MATTHEY
JAGI.L,JP MORG.AS
JCGI.L,JP MORG.CHIN
JII.L,JPMOR INDIAN
JPS.L,JPMOR. JAP.SML
JAM.L,JPMOR.AMER.
JESC.L,JPMORG.EUR
JGGI.L,JPMORG.GBL.G&I
JMI.L,JPMORG.SMALLER
JUSC.L,JPMORG.US
JCH.L,JPMORGAN CLAV
JMG.L,JPMORGAN EMERG
JETG.L,JPMORGAN G
JEMI.L,JPMORGAN GLOB
JETI.L,JPMORGAN I
JFJ.L,JPMORGAN JAPAN.
JMF.L,JPMORGAN MID
JRS.L,JPMORGAN RUS
JTC.L,JTC PLC
JUP.L,JUPITER FND
JUS.L,JUPITER US SML
JET.L,JUST EAT TAKEAW
JUST.L,JUST GROUP
KNOS.L,KAINOS GROUP
KAZ.L,KAZ MINERALS
KLR.L,KELLER GRP.
KMR.L,KENMARE RES.
KIT.L,KEYSTONE IT
KIE.L,KIER GROUP
KCT.L,KIN & CARTA
KGF.L,KINGFISHER
LAM.L,LAMPRELL
LRE.L,LANCASHIRE
LAND.L,LAND SECS.
LWDB.L,LAW.DEB.CORP
LGEN.L,LEGAL&GEN.
LTI.L,LINDSELL TRAIN
LIO.L,LIONTRUST A.M.
LLOY.L,LLOYDS GRP.
LSE.L,LON.STK.EXCH
LMP.L,LONDONMETRIC
LOOK.L,LOOKERS
LWI.L,LOWLAND INV.
LSL.L,LSL PROP
LUCE.L,LUCECO
LXI.L,LXI REIT
MNG.L,M&G PLC
MPO.L,MACAU PROPERTY
MACF.L,MACFARLANE GRP.
MAJE.L,MAJEDIE INV.
EMG.L,MAN GROUP
MNL.L,MANCHESTER&LON.
MKS.L,MARKS & SP.
MSLH.L,MARSHALLS
MARS.L,MARSTON'S
MNP.L,MARTIN C.GLBL
MCB.L,MCBRIDE
MCS.L,MCCARTHY
MCKS.L,MCKAY SECS.
MER.L,MEARS GROUP
MGP.L,MEDICA GROUP P.
MDC.L,MEDICLINIC
MGGT.L,MEGGITT
MRO.L,MELROSE IND
MNZS.L,MENZIES(J)
MRC.L,MERCANTILE INV.
MRCH.L,MERCHANTS TST
MERI.L,MERIAN CHRYS.
MTRO.L,METRO BK
MCRO.L,MICRO FOCUS
MWY.L,MID WYND INT.
MCT.L,MIDDLEFIELD PRF
MAB.L,MITCHELLS & BUT
MTO.L,MITIE GRP.
GLE.L,MJ GLEESON
MNDI.L,MONDI
MONY.L,MONEYSUP.
MNKS.L,MONKS INV.TST.
MTE.L,MONTANARO
MTU.L,MONTANARO UK
MGAM.L,MORGAN ADVANCED
MGNS.L,MORGN SINDL GRP
MRW.L,MORRISON (WM)
MOTR.L,MOTORPOINT
MUT.L,MURRAY INC.TST.
MYI.L,MURRAY INTL.TST
NEX.L,NAT.EXPRESS
NG.L,NATIONAL GRID
NBLS.L,NB GLOBAL ?
NBPE.L,NB PRIV. EQTY
NCC.L,NCC GRP
NETW.L,NETWORK INTL
NRR.L,NEWRIVER REIT
NXT.L,NEXT
NESF.L,NEXTENERGY SOL.
N91.L,NINETY ONE PLC
NMC.L,NMC HEALTH
NXR.L,NORCROS
NAIT.L,NORTH AMERICAN
NAS.L,NORTH ATL.SMLR
OCDO.L,OCADO
ORIT.L,OCTOPUS RENEW.
OTB.L,ON THE BEACH
OSB.L,ONESAVINGS
OXB.L,OXFORD BIOMED.
OXIG.L,OXFORD INSTRMNT
PAC.L,PACIFIC ASSETS
PHI.L,PACIFIC HORIZON
PAGE.L,PAGEGROUP
PCA.L,PALACE CAPITAL
PIN.L,PANTHEON INT.
PAG.L,PARAGON GRP.
PAY.L,PAYPOINT
PSON.L,PEARSON
PDG.L,PENDRAGON
PNN.L,PENNON GROUP
PLI.L,PERPTL.I&G.INV.
PSH.L,PERSHING SQUARE
PSN.L,PERSIMMON
PNL.L,PERSONAL ASSETS
PFC.L,PETROFAC
POG.L,PETROPAVLOVSK
PETS.L,PETS AT HOME
PHAR.L,PHAROS ENERGY
PHNX.L,PHOENIX GRP HDG
PSDL.L,PHOENIX SPREE D
PHTM.L,PHOTO-ME INTL.
PCTN.L,PICTON PROP
PTEC.L,PLAYTECH
PLUS.L,PLUS500
PCFT.L,POLAR CAP GBL
PCGH.L,POLAR CAP GLBL
PCT.L,POLAR CAP.
PSSL.L,POLL STREET SEC
POLY.L,POLYMETAL INT
PLP.L,POLYPIPE GROUP
PRV.L,PORVAIR
PPH.L,PPHE HOTEL
PFD.L,PREM FOODS
PMO.L,PREMIER OIL
PHP.L,PRIMARY HEALTH
PFG.L,PROVIDENT FIN.
PRU.L,PRUDENTIAL
PRTC.L,PURETECH
PZC.L,PZ CUSSONS
QQ.L,QINETIQ
QLT.L,QUILTER PLC
RNK.L,RANK GRP.
RAT.L,RATHBONE BROS
RAV.L,RAVEN PROP
RDI.L,RDI REIT
RDSA.L,RDS 'A'
RDSB.L,RDS 'B'
RCH.L,REACH PLC
RECI.L,REAL EST.CRED
RB.L,RECKITT BEN. GP
REDD.L,REDDE NORTHGATE
RDW.L,REDROW
RGL.L,REGIONAL REIT
REL.L,RELX
TRIG.L,RENEWABLES
RWI.L,RENEWI PLC
RSW.L,RENISHAW
RTO.L,RENTOKIL INITL.
RESI.L,RESIDENTIAL SEC
RTN.L,RESTAURANT GP
RHIM.L,RHI MAGNESITA
RCDO.L,RICARDO
RMV.L,RIGHTMOVE
RIO.L,RIO TINTO
RCP.L,RIT CAPITAL
RIV.L,RIVER MER
RSE.L,RIVERSTONE
RWA.L,ROBERT WALT.
RR.L,ROLLS-ROYCE HLG
ROR.L,ROTORK
RBS.L,ROYAL BANK SCOT
RMG.L,ROYAL MAIL
RPS.L,RPS GRP.
RSA.L,RSA INS.
RICA.L,RUFFER INV. CO.
SUS.L,S & U
SBRE.L,SABRE INSUR
SAFE.L,SAFESTORE
SAGA.L,SAGA
SGE.L,SAGE GRP.
SBRY.L,SAINSBURY(J)
SNN.L,SANNE GROUP
SVS.L,SAVILLS
SDP.L,SCHRODER ASIA
ATR.L,SCHRODER ASIAN
SERE.L,SCHRODER EUR.R
SCF.L,SCHRODER INC.
SJG.L,SCHRODER JAPAN
SOI.L,SCHRODER ORIENT
SREI.L,SCHRODER REAL
SCP.L,SCHRODER UK M&S
SUPP.L,SCHRODER UK PUB
SDR.L,SCHRODERS
SAIN.L,SCOT.AMER.INV.
SCIN.L,SCOT.INV.TST.
SST.L,SCOT.ORNTL.SMLL
SMT.L,SCOTTISH MORT
SEIT.L,SDCL ENERGY EF.
SDL.L,SDL
STS.L,SECS.SCOTLAND
SGRO.L,SEGRO
SNR.L,SENIOR
SEQI.L,SEQUOIA ECO
SRP.L,SERCO GRP.
SFR.L,SEVERFIELD
SVT.L,SEVERN TRENT
SHB.L,SHAFTESBURY
SHI.L,SIG
SIG.L,SIGNATURE AVIAT
SRE.L,SIRIUS R E.
SCRF.L,SME CREDIT REAL
SN.L,SMITH&NEPHEW
SMDS.L,SMITH(DS)
SMIN.L,SMITHS GROUP
SSON.L,SMITHSON INVEST
SKG.L,SMURFIT KAP.
SCT.L,SOFTCAT
SXS.L,SPECTRIS
SDY.L,SPEEDY HIRE
SPX.L,SPIRAX-SARCO
SPI.L,SPIRE HEALTH
SPT.L,SPIRENT
SQN.L,SQN ASSET FIN
SQNX.L,SQN ASSET FIN C
SSE.L,SSE
SSPG.L,SSP GRP
STJ.L,ST.JAMES'S PLAC
SMP.L,ST.MODWEN PROP.
SGC.L,STAGECOACH
SLS.L,STAND LIFE UK
STAN.L,STAND.CHART.
SWEF.L,STARWOOD EUR
SLI.L,STD LFE IN PTY
SLA.L,STD LIFE ABER
SLPE.L,STD LIFE PRIV.
STEM.L,STHREE
STOB.L,STOBART
STCK.L,STOCK SPIRIT
SEC.L,STRATEGIC EQTY
STU.L,STUDIO RET
STVG.L,STVG
SDRY.L,SUPERDRY
SYNC.L,SYNCONA
SYNT.L,SYNTHOMER
TALK.L,TALKTALK
THRL.L,TARGET HEALTHC.
TATE.L,TATE & LYLE
TW.L,TAYLOR WIMPEY
TBCG.L,TBC BANK GP
TED.L,TED BAKER
TEP.L,TELECOM PLUS
TMPL.L,TEMPLE BAR
TEM.L,TEMPLETON EMRG.
TEG.L,TEN ENT GRP
TSCO.L,TESCO
VTC.L,THE VITEC GRP.
TIFS.L,TI FLUID
TPT.L,TOPPS TILES
TOWN.L,TOWN CENTRE
TCAP.L,TP ICAP
TRG.L,TR EURO.GROWTH
TRY.L,TR PROP.INV.TST
TRN.L,TRAINLINE
TPK.L,TRAVIS PERKINS
TET.L,TREATT
TRI.L,TRIFAST
SOHO.L,TRIPLE PNT SOC
BBOX.L,TRITAX BIG BOX
EBOX.L,TRITAX EURO. ?
TIGT.L,TROY INCOME
TTG.L,TT ELECTRONICS
TUI.L,TUI AG
TLW.L,TULLOW OIL
TFIF.L,TWENTYFOUR INC
SMIF.L,TWENTYFOUR SEL
TYMN.L,TYMAN
UAI.L,U AND I GROUP
UDG.L,UDG HEALTHCARE
UKCM.L,UK COMM PROP
ULE.L,ULTRA ELEC.
ULVR.L,UNILEVER
UTG.L,UNITE GROUP
UANC.L,URBAN&CIVIC
UU..L,UTD. UTILITIES
UEM.L,UTILICO EM.MKTS
VIN.L,VALUE AND INC
VEC.L,VECTURA
VSVS.L,VESUVIUS
VCT.L,VICTREX
VEIL.L,VIETNAM ENT
VOF.L,VINACAP VIET OP
VMUK.L,VIRGIN MONEY UK
VTY.L,VISTRY GRP
VVO.L,VIVO ENERGY
VOD.L,VODAFONE GRP.
FAN.L,VOLUTION
VP.L,VP
VSL.L,VPC SPECIALTY
WOSG.L,WATCHES SWITZ
WEIR.L,WEIR GRP.
JDW.L,WETHERSPOON(JD)
SMWH.L,WH SMITH
WTB.L,WHITBREAD
WMH.L,WILLIAM HILL
WIN.L,WINCANTON
WTAN.L,WITAN INV TST
WPC.L,WITAN PAC
WIZZ.L,WIZZ AIR
WG.L,WOOD GRP(J)
WKP.L,WORKSPACE GRP.
WWH.L,WORLDWIDE HC
WPP.L,WPP
XPP.L,XP POWER
XPS.L,XPS PENSIONS
ZTF.L,ZOTEFOAMS
