Ticker,Company
600502.SS,ANHUI CONSTRUCTION ENGINEERING GROUP
600507.SS,FANGDA SPECIAL STEEL TECHNOLOGY
600510.SS,BLACK PEONY
600511.SS,CHINA NATIONAL MEDICINES
600516.SS,FANGDA CARBON NEW MATERIAL
600519.SS,KWEICHOW MOUTAI
600521.SS,ZHEJIANG HUAHAI PHARMACEUTICAL
600522.SS,JIANGSU ZHONGTIAN TECHNOLOGY
600529.SS,SHANDONG PHARMACEUTICAL GLASS
600531.SS,HENAN YUGUANG GOLD&LEAD
600536.SS,CHINA NATIONAL SOFTWARE & SERVICE
600547.SS,SHANDONG GOLD MINING
600548.SS,SHENZHEN EXPRESSWAY
600549.SS,XIAMEN TUNGSTEN
600556.SS,INMYSHOW DIGITAL TECHNOLOGY (GROUP)
600559.SS,HEBEI HENGSHUI LAOBAIGAN LIQUOR
600562.SS,GLARUN TECHNOLOGY
600563.SS,XIAMEN FARATRONIC
600565.SS,CHONGQING DIMA INDUSTRY
600566.SS,HUBEI JUMPCAN PHARMACEUTICAL
600567.SS,SHANYING INTERNATIONAL HOLDINGS
600570.SS,HUNDSUN TECHNOLOGIES
600577.SS,TONGLING JINGDA SPECIAL MAGNET WIRE
600580.SS,WOLONG ELECTRIC GROUP
600582.SS,TIANDI SCIENCE & TECHNOLOGY
600583.SS,OFFSHORE OIL ENGINEERING
600584.SS,JCET GROUP
600585.SS,ANHUI CONCH CEMENT
600587.SS,SHINVA MEDICAL INSTRUMENT
600588.SS,YONYOU NETWORK TECHNOLOGY
600596.SS,ZHEJIANG XINAN CHEMICAL INDUSTRIAL
600597.SS,BRIGHT DAIRY & FOOD
600598.SS,HEILONGJIANG AGRICLTURE
600600.SS,TSINGTAO BREWERY
600606.SS,GREENLAND HOLDINGS CORPORATION
600611.SS,DAZHONG TRANSPORTATION
600612.SS,LAO FENG XIANG
600621.SS,SHANGHAI CHINAFORTUNE
600635.SS,SHANGHAI DAZHONG PUBLIC UTILITIES
600639.SS,SHANGHAI JINQIAO EXPORT PRCSG ZONE DEV
600641.SS,SHANGHAI WANYE
600642.SS,SHENERGY
600643.SS,SHANGHAI AJ GROUP
600648.SS,SHANGHAI WAI GAOQIAO FREE TRD ZONE DEV
600655.SS,SHANGHAI YUYUAN TOURIST MART (GROUP)
600657.SS,CINDA REAL ESTATE
600660.SS,FUYAO GLASS INDUSTRY
600663.SS,SHANGHAI LUJIAZUI FINANCE & TRADE ZONE DEVELOPMENT
600667.SS,WUXI TAIJI INDUSTRY
600668.SS,ZHEJIANG JIANFENG
600673.SS,GUANGDONG HEC TECHNOLOGY HOLDING
600674.SS,SICHUAN CHUANTOU ENERGY
600682.SS,NANJING XINJIEKOU DEPARTMENT STORE
600685.SS,CSSC OFFSHORE & MARINE ENGR (GROUP)
600688.SS,SINOPEC SHANGHAI PETROCHEMICAL
600690.SS,HAIER SMART HOME
600694.SS,DASHANG
600699.SS,NINGBO JOYSON ELECTRONIC
600703.SS,SAN'AN OPTOELECTRONICS
600704.SS,WUCHAN ZHONGDA GROUP
600705.SS,AVIC INDUSTRY-FINANCE HOLDINGS
600711.SS,CHENGTUN MINING GROUP
600720.SS,GANSU QILIANSHAN CEMENT
600728.SS,PCI TECHNOLOGY GROUP
600729.SS,CHONGQING DEPARTMENT STORE
600738.SS,LANZHOU LISHANG GUOCHAO INDUSTRIAL GP
600739.SS,LIAONING CHENGDA
600740.SS,SHAN XI COKING
600741.SS,HUAYU AUTOMOTIVE SYSTEMS
600742.SS,CHANGCHUN FAWAY AUTOMOBILE COMPONENTS
600745.SS,WINGTECH TECHNOLOGY
600748.SS,SHANGHAI INDUSTRIAL DEVELOPMENT
600750.SS,JIANGZHONG PHARMACEUTICAL
600754.SS,SHANGHAI JIN JIANG INTERNATIONAL HOTELS
600755.SS,XIAMEN INTERNATIONAL TRADE
600760.SS,AVIC SHENYANG AIRCRAFT
600763.SS,TOPCHOICE MEDICAL
600764.SS,CHINA MARINE INFORMATION ELECTRONICS
600765.SS,AVIC HEAVY MACHINERY
600775.SS,NANJING PANDA ELECTRONICS
600776.SS,EASTERN COMMUNICATIONS
600779.SS,SICHUAN SWELLFUN
600782.SS,XINYU IRON & STEEL
600787.SS,CMST DEVELOPMENT
600795.SS,GD POWER DEVELOPMENT
600801.SS,HUAXIN CEMENT
600802.SS,FUJIAN CEMENT
600803.SS,ENN NATURAL GAS
600808.SS,MAANSHAN IRON & STEEL
600809.SS,SHANXI XINGHUACUN FEN WINE FACTORY
600811.SS,ORIENT
600820.SS,SHANGHAI TUNNEL ENGINEERING
600823.SS,SHANGHAI SHIMAO
600827.SS,SHANGHAI BAILIAN GROUP
600835.SS,SHANGHAI MECHANICAL & ELECTRICAL IND
600837.SS,HAITONG SECURITIES
600845.SS,SHANGHAI BAOSIGHT SOFTWARE
600846.SS,SHANGHAI TONGJI SCI & TECH IND
600848.SS,SHANGHAI LINGANG HOLDINGS
600850.SS,CETC DIGITAL TECHNOLOGY
600859.SS,WANGFUJING GROUP
600860.SS,BEIJING JINGCHENG MACHINERY ELECTRIC
600862.SS,AVIC AVIATION HIGH-TECHNOLOGY
600863.SS,INNER MN MENGDIAN HUANENG THRM PWR CORP
600867.SS,TONGHUA DONGBAO PHARMACEUTICAL
600871.SS,SINOPEC OILFIELD SERVICE CORPORATION
600872.SS,JONJEE HI-TECH INDUSTRIAL & COMMERCIAL HOLDING
600874.SS,TIANJIN CAPITAL ENV PROTECTION GP
600875.SS,DONGFANG ELECTRIC
600876.SS,LUOYANG GLASS
600879.SS,CHINA AEROSPACE TIMES ELECTRONICS
600885.SS,HONGFA TECHNOLOGY
600886.SS,SDIC POWER HOLDINGS
600887.SS,INNER MONGOLIA YILI INDUSTRIAL
600893.SS,AECC AVIATION POWER
600895.SS,SHANGHAI ZHANGJIANG HI-TECH PARK DEV
600900.SS,CHINA YANGTZE POWER
600903.SS,GUIZHOU GAS GROUP
600909.SS,HUAAN SECURITIES
600917.SS,CHONGQING GAS GROUP
600918.SS,ZHONGTAI SECURITIES
600919.SS,BANK OF JIANGSU
600926.SS,BANK OF HANGZHOU
600933.SS,IKD
600956.SS,CHINA SUNTIEN GREEN ENERGY CORP
600958.SS,ORIENT SECURITIES
600966.SS,SHANDONG BOHUI PAPER INDUSTRIAL
600967.SS,INNER MONGOLIA FIRST MACHINERY GROUP
600968.SS,CNOOC ENERGY TECHNOLOGY & SERVICES
600970.SS,SINOMA INTERNATIONAL ENGINEERING
600971.SS,ANHUI HENGYUAN COAL IND AND ELEC PWR
600975.SS,HUNAN NEW WELLFULL
600984.SS,SHAANXI CONSTRUCTION MACHINERY
600985.SS,HUAIBEI MINING HOLDINGS
600988.SS,CHIFENG JILONG GOLD MINING
600989.SS,NINGXIA BAOFENG ENERGY GROUP
600993.SS,MAYINGLONG PHARMACEUTICAL GROUP STOCK
600998.SS,JOINTOWN PHARMACEUTICAL
600999.SS,CHINA MERCHANTS SECURITIES
601000.SS,TANGSHAN PORT
601003.SS,LIUZHOU IRON & STEEL
601005.SS,CHONGQING IRON & STEEL
601009.SS,BANK OF NANJING
601012.SS,LONGI GREEN ENERGY TECHNOLOGY
601016.SS,CECEP WIND-POWER
601018.SS,NINGBO ZHOUSHAN PORT
601019.SS,SHANDONG PUBLISHING&MEDIA
601021.SS,SPRING AIRLINES
601038.SS,FIRST TRACTOR
601058.SS,SAILUN GROUP
601066.SS,CHINA SECURITIES
601068.SS,CHINA ALUMINUM INTL ENGINEERING CORP
601069.SS,WESTERN REGION GOLD
601077.SS,CHONGQING RURAL COMMERCIAL BANK
601088.SS,CHINA SHENHUA ENERGY
601098.SS,CHINA SOUTH PUBLISHING & MEDIA
601099.SS,THE PACIFIC SECURITIES
601100.SS,JIANGSU HENGLI HYDRAULIC
601107.SS,SICHUAN EXPRESSWAY
601108.SS,CAITONG SECURITIES
601111.SS,AIR CHINA
601117.SS,CHINA NATIONAL CHEMICAL ENGINEERING
601128.SS,JIANGSU CHANGSHU RURAL COMMERCIAL BANK
601138.SS,FOXCONN INDUSTRIAL INTERNET
601139.SS,SHENZHEN GAS
601155.SS,SEAZEN HOLDINGS
601158.SS,CHONGQING WATER
601162.SS,TIANFENG SECURITIES
601166.SS,INDUSTRIAL BANK
601169.SS,BANK OF BEIJING
601186.SS,CHINA RAILWAY CONSTRUCTION
601187.SS,XIAMEN BANK
601198.SS,DONGXING SECURITIES
601200.SS,SHANGHAI ENVIRONMENT GROUP
601211.SS,GUOTAI JUNAN SECURITIES
601216.SS,INNER MN JUNZHENG ENERGY & CHEMICAL GP
601222.SS,JIANGSU LINYANG ENERGY
601225.SS,SHAANXI COAL INDUSTRY
601229.SS,BANK OF SHANGHAI
601231.SS,UNIVERSAL SCIENTIFIC INDUSTRIAL
601233.SS,TONGKUN
601236.SS,HONGTA SECURITIES
601238.SS,GUANGZHOU AUTOMOBILE
601288.SS,AGRICULTURAL BANK OF CHINA
601298.SS,QINGDAO PORT INTERNATIONAL
601311.SS,CAMEL GROUP
601318.SS,PING AN INSURANCE
601319.SS,THE PEOPLE'S INSURANCE CO (GP) OF CHINA
601326.SS,QINHUANGDAO PORT
601328.SS,BANK OF COMMUNICATIONS
601330.SS,DYNAGREEN ENVIRONMENTAL PROTECTION GP
601333.SS,GUANGSHEN RAILWAY
601336.SS,NEW CHINA LIFE INSURANCE
601360.SS,360 SECURITY TECHNOLOGY
601375.SS,CENTRAL CHINA SECURITIES
601377.SS,INDUSTRIAL SECURITIES
601390.SS,CHINA RAILWAY
601398.SS,INDUSTRIAL AND COMMERCIAL BANK OF CHINA
601456.SS,GUOLIAN SECURITIES
601512.SS,CHINA-SINGAPORE SUZHOU IND PARK DEV
601555.SS,SOOCHOW SECURITIES
601567.SS,NINGBO SANXING MEDICAL ELECTRIC
601577.SS,BANK OF CHANGSHA
601588.SS,BEIJING NORTH STAR
601598.SS,SINOTRANS
601600.SS,ALUMINUM CORPORATION OF CHINA
601601.SS,CHINA PACIFIC INSURANCE
601607.SS,SHANGHAI PHARMACEUTICALS HOLDING
601611.SS,CHINA NUCLEAR ENGINEERING CORPORATION
601615.SS,MING YANG SMART ENERGY GROUP
601618.SS,METALLURGICAL CORPORATION OF CHINA
601628.SS,CHINA LIFE INSURANCE
601633.SS,GREAT WALL MOTOR
601636.SS,ZHUZHOU KIBING
601658.SS,POSTAL SAVINGS BANK OF CHINA
601666.SS,PINGDINGSHAN TIANAN COAL MINING
601668.SS,CHINA STATE CONSTRUCTION ENGINEERING
601669.SS,POWER CONSTRUCTION CORPORATION OF CHINA
601686.SS,TIANJIN YOU FA STEEL PIPE GROUP STOCK
601688.SS,HUATAI SECURITIES
601689.SS,NINGBO TUOPU GROUP
601696.SS,BOC INTERNATIONAL (CHINA)
601698.SS,CHINA SATELLITE COMMUNICATIONS
601699.SS,SHANXI LU'AN ENVIRONMENTAL ENERGY DEV
601717.SS,ZHENGZHOU COAL MINING MACHINERY
601727.SS,SHANGHAI ELECTRIC
601728.SS,CHINA TELECOM CORPORATION
601766.SS,CRRC CORPORATION
601778.SS,JINKO POWER TECHNOLOGY
601788.SS,EVERBRIGHT SECURITIES
601789.SS,NINGBO CONSTRUCTION
601799.SS,CHANGZHOU XINGYU AUTO LIGHTING SYS
601800.SS,CHINA COMMUNICATIONS CONSTRUCTION
601801.SS,ANHUI XINHUA MEDIA
601808.SS,CHINA OILFIELD SERVICES
601811.SS,XINHUA WINSHARE PUBLISHING AND MEDIA
601816.SS,BEIJING-SHANGHAI HIGH SPEED RAILWAY
601818.SS,CHINA EVERBRIGHT BANK
601827.SS,CHONGQING SANFENG ENVIRONMENT GROUP
601828.SS,RED STAR MACALLINE GROUP
601838.SS,BANK OF CHENGDU
601857.SS,PETROCHINA
601858.SS,CHINA SCIENCE PUBLISHING & MEDIA
601865.SS,FLAT GLASS GROUP
601866.SS,COSCO SHIPPING DEVELOPMENT
601869.SS,YANGTZE OPTICAL FIBRE AND CABLE
601872.SS,CHINA MERCHANTS ENERGY SHIPPING
601877.SS,ZHEJIANG CHINT ELECTRICS
601878.SS,ZHESHANG SECURITIES
601880.SS,LIAONING PORT
601881.SS,CHINA GALAXY SECURITIES
601888.SS,CHINA TOURISM GROUP DUTY FREE
601898.SS,CHINA COAL ENERGY
601899.SS,ZIJIN MINING
601901.SS,FOUNDER SECURITIES
601908.SS,BEIJING JINGYUNTONG TECHNOLOGY
601916.SS,CHINA ZHESHANG BANK
601919.SS,COSCO SHIPPING HOLDINGS
601933.SS,YONGHUI SUPERSTORES
601939.SS,CHINA CONSTRUCTION BANK
601949.SS,CHINA PUBLISHING & MEDIA HOLDINGS
601952.SS,JIANGSU PROVINCIAL AGRI RECLAM & DEV
601958.SS,JINDUICHENG MOLYBDENUM
601963.SS,BANK OF CHONGQING
601965.SS,CHINA AUTOMOTIVE ENGR RESEARCH INSTITUE
601966.SS,SHANDONG LINGLONG TYRE
601985.SS,CHINA NATIONAL NUCLEAR POWER
601988.SS,BANK OF CHINA
601989.SS,CHINA SHIPBUILDING INDUSTRY
601990.SS,NANJING SECURITIES
601991.SS,DATANG INTERNATIONAL POWER GENERATION
601992.SS,BBMG
601995.SS,CHINA INTERNATIONAL CAPITAL CORPORATION
601997.SS,BANK OF GUIYANG
601998.SS,CHINA CITIC BANK
603000.SS,PEOPLE.CN
603008.SS,XILINMEN FURNITURE
603010.SS,ZHEJIANG WANSHENG
603012.SS,SHANGHAI CHUANGLI GROUP
603018.SS,CHINA DESIGN GROUP
603019.SS,DAWNING INFORMATION INDUSTRY
603027.SS,QIANHE CONDIMENT AND FOOD
603039.SS,SHANGHAI WEAVER NETWORK
603043.SS,GUANGZHOU RESTAURANT GROUP
603053.SS,CHENGDU GAS GROUP
603056.SS,DEPPON LOGISTICS
603060.SS,CHINA BUILDING MATERIAL TEST & CERT
603068.SS,BEKEN CORPORATION
603077.SS,SICHUAN HEBANG BIOTECHNOLOGY
603087.SS,GAN & LEE PHARMACEUTICALS
603108.SS,SHANGHAI RUNDA MEDICAL TECHNOLOGY
603113.SS,JINNENG SCIENCE&TECHNOLOGY
603118.SS,SHENZHEN GONGJIN ELECTRONICS
603121.SS,SHANGHAI SINOTEC
603127.SS,JOINN LABORATORIES (CHINA)
603128.SS,CTS INTERNATIONAL LOGISTICS
603129.SS,ZHEJIANG CFMOTO POWER
603160.SS,SHENZHEN GOODIX TECHNOLOGY
603180.SS,GOLDENHOME LIVING
603185.SS,WUXI SHANGJI AUTOMATION
603187.SS,QINGDAO HIRON COMMERCIAL COLD CHAIN
603195.SS,GONGNIU GROUP
603197.SS,SHANGHAI BAOLONG AUTOMOTIVE CORPORATION
603198.SS,ANHUI YINGJIA DISTILLERY
603208.SS,JIANGSHAN OUPAI DOOR INDUSTRY
603218.SS,RIYUE HEAVY INDUSTRY
603225.SS,XIN FENGMING GROUP
603228.SS,SHENZHEN KINWONG ELECTRONIC
603233.SS,DASHENLIN PHARMACEUTICAL GROUP
603236.SS,QUECTEL WIRELESS SOLUTIONS
603258.SS,HANGZHOU ELECTRONIC SOUL NETWORK TECH
603259.SS,WUXI APPTEC
603260.SS,HOSHINE SILICON INDUSTRY
603267.SS,BEIJING YUANLIU HONGYUAN ELEC TECH
603279.SS,JINGJIN ENVIRONMENTAL PROTECTION
603283.SS,SUZHOU SECOTE PRECISION ELECTRONIC
603288.SS,FOSHAN HAITIAN FLAVOURING AND FOOD
603290.SS,STARPOWER SEMICONDUCTOR
603298.SS,HANGCHA GROUP
603301.SS,ZHENDE MEDICAL
603305.SS,NINGBO XUSHENG AUTO TECHNOLOGY
603313.SS,HEALTHCARE
603317.SS,SICHUAN TEWAY FOOD GROUP
603327.SS,SICHUAN FURONG TECHNOLOGY
603338.SS,ZHEJIANG DINGLI MACHINERY
603345.SS,FUJIAN ANJOY FOODS
603355.SS,KINGCLEAN ELECTRIC
603357.SS,ANHUI TRANSPORT CONSULTING&DESIGN INST
603360.SS,DALIANBIO-CHEM
603363.SS,FUJIAN AONONG BIOLOGICAL TECHNOLOGY GP
603367.SS,CISEN PHARMACEUTICAL
603368.SS,GUANGXI LIUZHOU PHARMACEUTICAL
603369.SS,JIANGSU KING'S LUCK BREWERY JOINT-STOCK
603378.SS,ASIA CUANON TECHNOLOGY(SHANGHAI)
603387.SS,GETEIN BIOTECH
603392.SS,BEIJING WANTAI BIOLOGICAL PHARMACY
603393.SS,XINJIANG XINTAI NATURAL GAS
603416.SS,WUXI XINJE ELECTRIC
603421.SS,QINGDAO TOPSCOMM COMMUNICATION
603429.SS,ANHUI GENUINE NEW MATERIALS
603444.SS,G-BITS NETWORK TECHNOLOGY (XIAMEN)
603456.SS,ZHEJIANG JIUZHOU PHARMACEUTICAL
603466.SS,SHANGHAI FENGYUZHU CULTURE TECHNOLOGY
603486.SS,ECOVACS ROBOTICS
603489.SS,BAFANG ELECTIC (SUZHOU)
603501.SS,WILL SEMICONDUCTOR
603505.SS,CHINA KINGS RESOURCES GROUP
603508.SS,HENAN THINKER AUTOMATIC EQUIPMENT
603515.SS,OPPLE LIGHTING
603517.SS,JUE WEI FOOD
603520.SS,ZHEJIANG STARRY PHARMACEUTICAL
603533.SS,IREADER TECHNOLOGY
603556.SS,HEXING ELECTRICAL
603565.SS,SHANGHAI ZHONGGU LOGISTICS
603568.SS,ZHEJIANG WEIMING ENVIRONMENT PROTECTION
603583.SS,ZHEJIANG JIECANG LINEAR MOTION TECH
603587.SS,DAZZLE FASHION
603588.SS,BEIJING GEOENVIRON ENGINEERING & TECH
603589.SS,ANHUI KOUZI DISTILLERY
603596.SS,BETHEL AUTO SAFETY SYSTEMS
603598.SS,INLY MEDIA
603599.SS,ANHUI GUANGXIN AGROCHEMICAL
603600.SS,UE FURNITURE
603601.SS,CHONGQING ZAISHENG TECHNOLOGY CORP
603605.SS,PROYA COSMETICS
603606.SS,NINGBO ORIENT WIRES & CABLES
603609.SS,WELLHOPE FOODS
603610.SS,KEESON TECHNOLOGY CORPORATION
603613.SS,BEIJING UNITED INFORMATION TECHNOLOGY
603626.SS,KUNSHANKERSEN SCIENCE & TECHNOLOGY
603638.SS,YANTAI EDDIE PRECISION MACHINERY
603639.SS,HAILIR PESTICIDES AND CHEMICALS GROUP
603650.SS,RED AVENUE NEW MATERIALS GROUP
603658.SS,AUTOBIO DIAGNOSTICS
603659.SS,SHANGHAI PUTAILAI NEW ENERGY TECHNOLOGY
603666.SS,YIJIAHE TECHNOLOGY
603678.SS,FUJIAN TORCH ELECTRON TECHNOLOGY
603680.SS,KTK GROUP
603681.SS,SHANGHAI YONGGUAN ADHESIVE PRODUCTS
603686.SS,FUJIAN LONGMA ENVIRONMENTAL SANITATION EQUIPMENT
603687.SS,ZHEJIANG GREAT SHENGDA PACKAGING
603690.SS,PNC PROCESS SYSTEMS
603707.SS,NANJING KING-FRIEND BIOCHEMICAL PHARMA
603708.SS,JIAJIAYUE GROUP
603711.SS,XIANGPIAOPIAO FOOD
603712.SS,TIANJIN 712 COMMUNICATION&BROADCASTING
603713.SS,MILKYWAY CHEMICAL SUPPLY CHAIN SERVICE
603728.SS,SHANGHAI MOONS' ELECTRIC
603730.SS,SHANGHAI DAIMAY AUTOMOTIVE INTERIOR
603733.SS,XIANHE
603737.SS,SKSHU PAINT
603766.SS,LONCIN MOTOR
603786.SS,KEBODA TECHNOLOGY
603799.SS,ZHEJIANG HUAYOU COBALT
603801.SS,ZBOM HOME COLLECTION
603806.SS,HANGZHOU FIRST APPLIED MATERIAL
603808.SS,SHENZHEN ELLASSAY FASHION
603816.SS,JASON FURNITURE (HANGZHOU)
603833.SS,OPPEIN HOME GROUP
603858.SS,SHANDONG BUCHANG PHARMACEUTICALS
603866.SS,TOLY BREAD
603868.SS,SHANGHAI FLYCO ELECTRICAL APPLIANCE
603871.SS,JIA YOU INTERNATIONAL LOGISTICS
603881.SS,SHANGHAI ATHUB
603882.SS,GUANGZHOU KINGMED DIAGNOSTICS GROUP
603883.SS,LBX PHARMACY CHAIN JOINT STOCK
603885.SS,JUNEYAO AIRLINES
603887.SS,SHANGHAI CDXJ DIGITAL TECHNOLOGY
603888.SS,XINHUANET
603899.SS,SHANGHAI M&G STATIONERY
603915.SS,JIANGSU GUOMAO REDUCER
603916.SS,SOBUTE NEW MATERIALS
603919.SS,JINHUI LIQUOR
603920.SS,OLYMPIC CIRCUIT TECHNOLOGY
603927.SS,SINOSOFT
603939.SS,YIFENG PHARMACY CHAIN
603956.SS,WPG (SHANGHAI) SMART WATER PUBLIC
603960.SS,SHANGHAI KELAI MECHATRONICS ENGINEERING
603982.SS,NANJING CHERVON AUTO PRECISION TECH
603985.SS,JIANGYIN HENGRUN HEAVY INDUSTRIES
603986.SS,GIGADEVICE SEMICONDUCTOR(BEIJING) INC
603989.SS,HUNAN AIHUA GROUP
603993.SS,CHINA MOLYBDENUM
603997.SS,NINGBO JIFENG AUTO PARTS
605009.SS,HANGZHOU HAOYUE PERSONAL CARE
605099.SS,CO CREATION GRASS
605108.SS,TONGQINGLOU CATERING CORPORATION
605136.SS,SHANGHAI LILY&BEAUTY COSMETICS
605168.SS,THREE'S COMPANY MEDIA GROUP
605198.SS,YANTAI NORTH ANDRE JUICE
605199.SS,HAINAN HULUWA PHARMACEUTICAL GROUP
605222.SS,SHANGHAI QIFAN CABLE
