Ticker,Company,Sector
ESTER.BO,ESTER INDUSTRIES LTD.,Containers & Packaging
PHCAP.BO,PH CAPITAL LTD.,Comm.Trading  & Distribution
FINCABLES.BO,FINOLEX CABLES LTD.,Other Elect.Equip./ Prod.
COCKERILL.BO,John Cockerill India Ltd-$,Industrial Machinery
UFLEX.BO,UFLEX LTD.,Containers & Packaging
FOSECOIND.BO,FOSECO INDIA LTD.,Commodity Chemicals
GOLDENTOBC.BO,GOLDEN TOBACCO LTD.,Cigarettes-Tobacco Products
GANESHBE.BO,GANESH BENZOPLAST LTD.,Commodity Chemicals
METROGLOBL.BO,Metroglobal Limited,Paper & Paper Products
GTL.BO,GTL LTD.,Other Telecom Services
GODFRYPHLP.BO,GODFREY PHILLIPS INDIA LTD.,Cigarettes-Tobacco Products
GODREJIND.BO,GODREJ INDUSTRIES LTD.,Packaged Foods
KANSAINER.BO,KANSAI NEROLAC PAINTS LTD.,Furniture-Furnishing-Paints
GOODRICKE.BO,GOODRICKE GROUP LTD.,Tea & Coffee
GOODYEAR.BO,GOODYEAR INDIA LTD.,Auto Tyres & Rubber Products
GTNINDS.BO,GTN INDUSTRIES LTD.,Textiles
GHCL.BO,GHCL LTD.,Commodity Chemicals
GFLLIMITED.BO,GFL Ltd,Holding Companies
GLFL.BO,GUJARAT LEASE FINANCING LTD.,Finance (including NBFCs)
HCL-INSYS.BO,HCL INFOSYSTEMS LTD.,Computer Hardware
HDFCBANK.BO,HDFC Bank Ltd,Banks
HEROMOTOCO.BO,HERO MOTOCORP LTD.,2/3 Wheelers
HFCL.BO,HFCL Ltd,Telecom Cables
HSCL.BO,Himadri Speciality Chemical Ltd,Specialty Chemicals
HCC.BO,HINDUSTAN CONSTRUCTION CO.LTD.,Construction & Engineering
HINDOILEXP.BO,HINDUSTAN OIL EXPLORATION CO.LTD.,Exploration & Production
HSIL.BO,HSIL LTD.,Containers & Packaging
HINDZINC.BO,HINDUSTAN ZINC LTD.,Zinc
NXTDIGITAL.BO,Nxtdigital Ltd,Broadcasting & Cable TV
HMT.BO,HMT LTD.,Commercial Vehicles
PRAGBOS.BO,PRAG BOSIMI SYNTHETICS LTD.,Textiles
HLVLTD.BO,HLV Ltd,Hotels
IGPL.BO,I G PETROCHEMICALS LTD.,Commodity Chemicals
INDIAGLYCO.BO,INDIA GLYCOLS LTD.,Commodity Chemicals
INDLEASE.BO,INDIA LEASE DEVELOPMENT LTD.,Finance (including NBFCs)
MARGOFIN.BO,Margo Finance Limited,Finance (including NBFCs)
INDORAMA.BO,INDO RAMA SYNTHETICS (INDIA) LTD.,Textiles
INFY.BO,INFOSYS LTD.,IT Consulting & Software
INGERRAND.BO,INGERSOLL-RAND (INDIA) LTD.,Industrial Machinery
INSILCO.BO,INSILCO LTD.,Other Industrial Goods
ITHL.BO,INTERNATIONAL TRAVEL HOUSE LTD.-$,Travel Support Services
IONEXCHANG.BO,ION EXCHANGE (INDIA) LTD.-$,Industrial Machinery
ATFL.BO,AGRO TECH FOODS LTD.,Other Agricultural Products
JISLJALEQS.BO,JAIN IRRIGATION SYSTEMS LTD.,Plastic Products
JASCH.BO,JASCH INDUSTRIES LTD.,Textiles
JCTLTD.BO,JCT LTD.,Textiles
JINDALPOLY.BO,JINDAL POLY FILMS LTD.,Containers & Packaging
JSWSTEEL.BO,JSW STEEL LTD.,Iron & Steel/Interm.Products
UMANGDAIR.BO,UMANG DAIRIES LTD.,Packaged Foods
KAJARIACER.BO,KAJARIA CERAMICS LTD.,Furniture-Furnishing-Paints
KAKATCEM.BO,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,Cement & Cement Products
KSL.BO,KALYANI STEELS LTD.,Iron & Steel/Interm.Products
KANELIND.BO,Kanel Industries Limited,Comm.Trading  & Distribution
WHIRLPOOL.BO,WHIRLPOOL OF INDIA LTD.,Consumer Electronics
KGDENIM.BO,KG DENIM LTD.,Textiles
KINETICENG.BO,KINETIC ENGINEERING LTD.,2/3 Wheelers
KIRLOSBROS.BO,KIRLOSKAR BROTHERS LTD.-$,Industrial Machinery
KIRLOSIND.BO,Kirloskar Industries Ltd,Industrial Machinery
KIRLFER.BO,KIRLOSKAR FERROUS INDUSTRIES LTD.,Iron & Steel/Interm.Products
ENVAIREL.BO,ENVAIR ELECTRODYNE LTD.,Industrial Machinery
KOTAKBANK.BO,KOTAK MAHINDRA BANK LTD.,Banks
KRIFILIND.BO,Krishna Filament Industries Ltd,Plastic Products
KSB.BO,KSB Ltd,Industrial Machinery
LGBBROSLTD.BO,L.G.BALAKRISHNAN & BROS.LTD.,Auto Parts & Equipment
TRENT.BO,TRENT LTD.,Specialty Retail
LAXMIMACH.BO,LAKSHMI MACHINE WORKS LTD.,Industrial Machinery
LICHSGFIN.BO,LIC HOUSING FINANCE LTD.,Housing Finance 
LUPIN.BO,LUPIN LTD.,Pharmaceuticals
LYKALABS.BO,LYKA LABS LTD.,Pharmaceuticals
RAMCOCEM.BO,The Ramco Cements Limited,Cement & Cement Products
MAFATIND.BO,MAFATLAL INDUSTRIES LTD.-$,Textiles
MAHSEAMLES.BO,MAHARASHTRA SEAMLESS LTD.,Iron & Steel Products
MAHSCOOTER.BO,MAHARASHTRA SCOOTERS LTD.,Investment Companies
MAJESAUT.BO,MAJESTIC AUTO LTD.-$,2/3 Wheelers
MANALIPETC.BO,MANALI PETROCHEMICAL LTD.,Petrochemicals
MFSL.BO,Max Financial Services Ltd,Life Insurance
MESPHAR-B.BO,MESCO PHARMACEUTICALS LTD.,Pharmaceuticals
MIDINDIA.BO,MID INDIA INDUSTRIES LTD.,Textiles
MIRCELECTR.BO,MIRC ELECTRONICS LTD.,Consumer Electronics
CENTENKA.BO,CENTURY ENKA LTD.,Textiles
LORDSCHLO.BO,LORDS CHLORO ALKALI LTD.,Commodity Chemicals
SPICEJET.BO,SPICEJET LTD.,Airlines
MOREPENLAB.BO,MOREPEN LABORATORIES LTD.,Pharmaceuticals
MRF.BO,MRF LTD.,Auto Tyres & Rubber Products
HEIDELBERG.BO,HEIDELBERGCEMENT INDIA LTD.,Cement & Cement Products
NCC.BO,NCC Limited,Construction & Engineering
VEDL.BO,Vedanta Limited,Aluminium
NAHARSPING.BO,NAHAR SPINNING MILLS LTD.,Textiles
NATPEROX.BO,NATIONAL PEROXIDE LTD.,Commodity Chemicals
GRASIM.BO,GRASIM INDUSTRIES LTD.,Cement & Cement Products
PEL.BO,PIRAMAL ENTERPRISES LTD.,Other Financial Services
NIITLTD.BO,NIIT LTD.,IT Training Services
JAYKAY.BO,JAYKAY ENTERPRISES LTD.,Finance (including NBFCs)
NIRLON.BO,NIRLON LTD.,Diversified Commercial Services
ONGC.BO,Oil and Natural Gas Corporation Ltd,Exploration & Production
OILCOUNTUB.BO,OIL COUNTRY TUBULAR LTD.,Oil Equipment & Services
ORIENTHOT.BO,ORIENTAL HOTELS LTD.,Hotels
OSWALAGRO.BO,OSWAL AGRO MILLS LTD.,Investment Companies
INDSUCR.BO,INDIAN SUCROSE LTD.,Sugar
RELIANCE.BO,RELIANCE INDUSTRIES LTD.,Integrated Oil & Gas
PILITA.BO,Pil Italica Lifestyle Ltd,Plastic Products
RAYMOND.BO,RAYMOND LTD.,Textiles
PIDILITIND.BO,PIDILITE INDUSTRIES LTD.,Specialty Chemicals
PIXTRANS.BO,PIX TRANSMISSIONS LTD.,Auto Tyres & Rubber Products
BIRLACORPN.BO,BIRLA CORPORATION LTD.,Cement & Cement Products
SURYAROSNI.BO,SURYA ROSHNI LTD.,Iron & Steel/Interm.Products
PRIMESECU.BO,PRIME SECURITIES LTD.,Other Financial Services
PRSMJOHNSN.BO,Prism Johnson Ltd,Cement & Cement Products
RAIN.BO,Rain Industries Ltd,Petrochemicals
AMJLAND.BO,AMJ Land Holdings Ltd,Realty
PUNJCOMMU.BO,PUNJAB COMMUNICATIONS LTD.-$,Telecom Equipment
RSWM.BO,RSWM LTD.,Textiles
RAJSREESUG.BO,RAJSHREE SUGARS & CHEMICALS LTD.,Sugar
RALLIS.BO,RALLIS INDIA LTD.,Agrochemicals
RAMANEWS.BO,SHREE RAMA NEWSPRINT LTD.,Paper & Paper Products
RAMAPPR-B.BO,RAMA PAPER MILLS LTD.,Paper & Paper Products
RAMAPETRO.BO,RAMA PETROCHEMICALS LTD.,Finance (including NBFCs)
RAPICUT.BO,RAPICUT CARBIDES LTD.,Industrial Machinery
WELSPLSOL.BO,Welspun Specialty Solutions Ltd,Iron & Steel/Interm.Products
ROLTA.BO,ROLTA INDIA LTD.,Internet Software & Services
RUBFILA.BO,RUBFILA INTERNATIONAL LTD.,Auto Tyres & Rubber Products
RUCHISOYA.BO,RUCHI SOYA INDUSTRIES LTD.,Edible Oils
SALORAINTL.BO,SALORA INTERNATIONAL LTD.,Comm.Trading  & Distribution
JINDALSAW.BO,JINDAL SAW LTD.,Iron & Steel Products
JKLAKSHMI.BO,JK LAKSHMI CEMENT LTD.,Cement & Cement Products
SHREECEM.BO,SHREE CEMENT LTD.,Cement & Cement Products
SKPMIL.BO,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,Paper & Paper Products
RELINFRA.BO,RELIANCE INFRASTRUCTURE LTD.,Electric Utilities
TATAPOWER.BO,TATA POWER CO.LTD.,Electric Utilities
SPMLINFRA.BO,SPML Infra Limited,Construction & Engineering
SUNDRMFAST.BO,SUNDRAM FASTENERS LTD.,Auto Parts & Equipment
SUNFLAG.BO,SUNFLAG IRON & STEEL CO.LTD.,Iron & Steel/Interm.Products
SUPPETRO.BO,SUPREME PETROCHEM LTD.,Petrochemicals
SWARAJENG.BO,SWARAJ ENGINES LTD.,Industrial Machinery
TATAELXSI.BO,TATA ELXSI LTD.,IT Software Products
ACC.BO,ACC LTD.,Cement & Cement Products
THERMAX.BO,THERMAX LTD.,Heavy Electrical Equipment
TIRUMALCHM.BO,THIRUMALAI CHEMICALS LTD.,Commodity Chemicals
THOMASCOOK.BO,THOMAS COOK (INDIA) LTD.,Travel Support Services
TIMEX.BO,TIMEX GROUP INDIA LTD.-$,Other Apparels & Accessories
TOKYOPLAST.BO,TOKYO PLAST INTERNATIONAL LTD.,Plastic Products
TORNTPHARM.BO,TORRENT PHARMACEUTICALS LTD.,Pharmaceuticals
TRANSCHEM.BO,TRANSCHEM LTD.-$,Pharmaceuticals
AMBUJACEM.BO,AMBUJA CEMENTS LTD.,Cement & Cement Products
UTLINDS.BO,UTL Industries Limited,Realty
UNIPHOS.BO,UNIPHOS ENTERPRISES LTD.,Comm.Trading  & Distribution
VHL.BO,VARDHMAN HOLDINGS LTD.,Finance (including NBFCs)
HINDALCO.BO,HINDALCO INDUSTRIES LTD.,Aluminium
WSTCSTPAPR.BO,WEST COAST PAPER MILLS LTD.,Paper & Paper Products
HOCL.BO,HINDUSTAN ORGANIC CHEMICALS LTD.,Commodity Chemicals
MPILCORPL.BO,MPIL CORPORATION LTD.,Other Financial Services
PASUPTAC.BO,PASUPATI ACRYLON LTD.,Fibres & Plastics
KORE.BO,Kore Foods Ltd,Other Food Products
PGHH.BO,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Personal Products
MUKANDLTD.BO,MUKAND LTD.,Iron & Steel/Interm.Products
AGCNET.BO,AGC Networks Limited,IT Consulting & Software
UCALFUEL.BO,UCAL FUEL SYSTEMS LTD.,Auto Parts & Equipment
HARRMALAYA.BO,HARRISONS MALAYALAM LTD.,Auto Tyres & Rubber Products
FEDERALBNK.BO,FEDERAL BANK LTD.,Banks
TATASTEEL.BO,TATA STEEL LTD.,Iron & Steel/Interm.Products
SKFINDIA.BO,SKF India Ltd,Other Industrial Goods
ASHOKLEY.BO,ASHOK LEYLAND LTD.,Commercial Vehicles
CUMMINSIND.BO,CUMMINS INDIA LTD.,Industrial Machinery
TATACOMM.BO,TATA COMMUNICATIONS LTD.,Telecom - Alternate Carriers
ABBOTINDIA.BO,ABBOTT INDIA LTD.,Pharmaceuticals
BAJAJHLDNG.BO,BAJAJ HOLDINGS & INVESTMENT LTD.,Holding Companies
BHARATFORG.BO,BHARAT FORGE LTD.,Other Industrial Products
ESCORTS.BO,ESCORTS LTD.,Commercial Vehicles
HINDMOTORS.BO,HINDUSTAN MOTORS LTD.,Cars & Utility Vehicles
LT.BO,LARSEN & TOUBRO LTD.,Construction & Engineering
M&M.BO,MAHINDRA & MAHINDRA LTD.,Cars & Utility Vehicles
BOSCHLTD.BO,BOSCH LTD.,Auto Parts & Equipment
PREMIER.BO,PREMIER LTD.,Industrial Machinery
BPCL.BO,BHARAT PETROLEUM CORPORATION LTD.,Refineries/ Petro-Products
SIEMENS.BO,SIEMENS LTD.,Heavy Electrical Equipment
TATAMOTORS.BO,TATA MOTORS LTD.,Commercial Vehicles
VOLTAS.BO,VOLTAS LTD.,Consumer Electronics
GESHIP.BO,GREAT EASTERN SHIPPING CO.LTD.,Shipping
DEEPAKFERT.BO,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,Commodity Chemicals
EXCELINDUS.BO,EXCEL INDUSTRIES LTD.,Specialty Chemicals
GRWRHITECH.BO,Garware Hi-Tech Films Ltd,Commodity Chemicals
GLAXO.BO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,Pharmaceuticals
GNFC.BO,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,Fertilizers
NOVARTIND.BO,NOVARTIS INDIA LTD.,Pharmaceuticals
SANOFI.BO,Sanofi India Ltd,Pharmaceuticals
PFIZER.BO,PFIZER LTD.,Pharmaceuticals
GSFC.BO,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,Fertilizers
HINDUNILVR.BO,HINDUSTAN UNILEVER LTD.,Personal Products
AKZOINDIA.BO,Akzo Nobel India Limited,Furniture-Furnishing-Paints
NOCIL.BO,NOCIL LTD.,Specialty Chemicals
TATACHEM.BO,TATA CHEMICALS LTD.,Commodity Chemicals
TNPETRO.BO,TAMILNADU PETROPRODUCTS LTD.,Commodity Chemicals
ZUARIGLOB.BO,ZUARI GLOBAL LTD.,Sugar
NESTLEIND.BO,NESTLE INDIA LTD.,Packaged Foods
TATACONSUM.BO,Tata Consumer Products Ltd,Tea & Coffee
ASIANPAINT.BO,ASIAN PAINTS LTD.,Furniture-Furnishing-Paints
BRITANNIA.BO,BRITANNIA INDUSTRIES LTD.,Packaged Foods
COLPAL.BO,COLGATE-PALMOLIVE (INDIA) LTD.,Personal Products
EIHOTEL.BO,EIH LTD.,Hotels
INDHOTEL.BO,INDIAN HOTELS CO.LTD.,Hotels
CASTROLIND.BO,CASTROL INDIA LTD.,Oil Marketing & Distribution
ITC.BO,ITC LTD.,Cigarettes-Tobacco Products
APOLLOTYRE.BO,APOLLO TYRES LTD.,Auto Tyres & Rubber Products
CEATLTD.BO,CEAT LTD.,Auto Tyres & Rubber Products
MODIRUBBER.BO,MODI RUBBER LTD.,Auto Tyres & Rubber Products
FINOLEXIND.BO,FINOLEX INDUSTRIES LTD.,Plastic Products
SUNRINV.BO,SUNRISE INDUSTRIAL TRADERS LTD.,Other Financial Services
ZGOLDINV.BO,GOLD ROCK INVESTMENTS LTD.,Comm.Trading  & Distribution
PEOPLIN.BO,PEOPLES INVESTMENTS LTD.,Diversified Commercial Services
DSINVEST.BO,DALAL STREET INVESTMENTS LTD.,Investment Companies
CENTRUM.BO,CENTRUM CAPITAL LTD.,Other Financial Services
KARTKIN.BO,KARTIK INVESTMENTS TRUST LTD.,Other Financial Services
TCIFINANCE.BO,TCI FINANCE LTD.,Finance (including NBFCs)
KRATOSENER.BO,KRATOS ENERGY & INFRASTRUCTURE LTD.,Other Financial Services
ANTARIKSH.BO,Antariksh Industries Ltd,Realty
IITL.BO,INDUSTRIAL INVESTMENT TRUST LTD.,Finance (including NBFCs)
INDPRUD.BO,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,Investment Companies
TATAINVEST.BO,TATA INVESTMENT CORPORATION LTD.,Holding Companies
JAYBHCR.BO,JAYABHARAT CREDIT LTD.-$,Finance (including NBFCs)
PRISMX.BO,Prismx Global Ventures Ltd,Comm.Trading  & Distribution
MOTOGENFIN.BO,MOTOR & GENERAL FINANCE LTD.,Finance (including NBFCs)
RAPIDIN.BO,RAPID INVESTMENTS LTD.,Diversified Commercial Services
WALCHPF.BO,WALCHAND PEOPLEFIRST LTD.,Consulting Services
ZSWASTSA.BO,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,Other Financial Services
WHBRADY.BO,W.H.BRADY & CO.LTD.,Comm.Trading  & Distribution
TECHNVISN.BO,TECHNVISION VENTURES LTD.,IT Software Products
SHAILY.BO,SHAILY ENGINEERING PLASTICS LTD.,Plastic Products
BBTC.BO,BOMBAY BURMAH TRADING CORP.LTD.,Tea & Coffee
BOMBCYC.BO,BOMBAY CYCLE & MOTOR AGENCY LTD.,Comm.Trading  & Distribution
GREAVESCOT.BO,GREAVES COTTON LTD.,Industrial Machinery
MULLER.BO,MULLER & PHIPPS (INDIA) LTD.,Comm.Trading  & Distribution
AMALGAM.BO,AMALGAMATED ELECTRICITY CO.LTD.,Diversified Commercial Services
ANANDPROJ.BO,Anand Projects Ltd,Construction & Engineering
INDIANVSH.BO,INDIANIVESH LTD.,Finance (including NBFCs)
COASTCORP.BO,COASTAL CORPORATION LTD.,Packaged Foods
CHOWGULSTM.BO,CHOWGULE STEAMSHIPS LTD.,Shipping
GLOBOFFS.BO,GLOBAL OFFSHORE SERVICES LTD.-$,Shipping
DHENUBUILD.BO,DHENU BUILDCON INFRA LTD.,Finance (including NBFCs)
ASIIL.BO,ASI Industries Ltd,Mining
SAGCEM.BO,SAGAR CEMENTS LTD.-$,Cement & Cement Products
DECCANCE.BO,DECCAN CEMENTS LTD.-$,Cement & Cement Products
MANGLMCEM.BO,MANGALAM CEMENT LTD.,Cement & Cement Products
NCLIND.BO,NCL INDUSTRIES LTD.-$,Cement & Cement Products
SAURASHCEM.BO,SAURASHTRA CEMENT LTD.,Cement & Cement Products
SHREDIGCEM.BO,SHREE DIGVIJAY CEMENT CO.LTD.-$,Cement & Cement Products
BOMBPOT.BO,BOMBAY POTTERIES & TILES LTD.,Realty
BORORENEW.BO,Borosil Renewables Ltd,Houseware
LERTHAI.BO,Lerthai Finance Ltd,Construction Materials
RASSIREF.BO,RAASI REFRACTORIES LTD.-$,Other Industrial Goods
TRIVENIGQ.BO,TRIVENI GLASS LTD.-$,Construction Materials
NILACHAL.BO,NILACHAL REFRACTORIES LTD.,Construction Materials
ANDHRAPAP.BO,Andhra Paper Ltd,Paper & Paper Products
BALKRISIND.BO,BALKRISHNA INDUSTRIES LTD.-$,Auto Tyres & Rubber Products
ORIENTPPR.BO,ORIENT PAPER & INDUSTRIES LTD.,Paper & Paper Products
CITADEL.BO,CITADEL REALTY AND DEVELOPERS LTD.,Realty
ROLLT.BO,ROLLATAINERS LTD.,Containers & Packaging
SESHAPAPER.BO,SESHASAYEE PAPER & BOARDS LTD.,Paper & Paper Products
SOLIDCO.BO,SOLID CONTAINERS LTD.,Paper & Paper Products
SHBHAWPA.BO,SHREE BHAWANI PAPER MILLS LTD.,Paper & Paper Products
NATHIND.BO,Nath Industries Ltd,Paper & Paper Products
VAPIPPR.BO,VAPI PAPER MILLS LTD.,Paper & Paper Products
SINTEX.BO,SINTEX INDUSTRIES LTD.,Textiles
DCM.BO,DCM LTD.,Other Industrial Products
ZGAEKWAR.BO,GAEKWAR MILLS LTD.,Textiles
FORBESCO.BO,FORBES & COMPANY LTD.-$,Industrial Machinery
HPCOTTON.BO,H.P.COTTON TEXTILE MILLS LTD.,Textiles
UNITEDINT.BO,UNITED INTERACTIVE LTD.,Internet Software & Services
JAMSHRI.BO,Jamshri Realty Ltd-$,Textiles
KATRSPG.BO,KATARE SPINNING MILLS LTD.,Textiles
KESORAMIND.BO,KESORAM INDUSTRIES LTD.,Cement & Cement Products
LAKSHMIMIL.BO,LAKSHMI MILLS COMPANY LTD.-$,Textiles
VTL.BO,VARDHMAN TEXTILES LTD.,Textiles
PENINLAND.BO,PENINSULA LAND LTD.,Realty
PASUSPG.BO,PASUPATI SPG.& WVG.MILLS LTD.,Textiles
PHOENIXLTD.BO,The Phoenix Mills Ltd,Realty
MARATHON.BO,MARATHON NEXTGEN REALTY LTD.,Realty
RAJABAH.BO,RAJA BAHADUR INTERNATIONAL LTD.,Diversified
RELCHEMQ.BO,RELIANCE CHEMOTEX INDUSTRIES LTD.-$,Textiles
RUBYMILLS.BO,RUBY MILLS LTD.,Textiles
SIMPLXREA.BO,SIMPLEX REALTY LTD.,Realty
SWANENERGY.BO,SWAN ENERGY LTD.,Textiles
VICTMILL.BO,VICTORIA MILLS LTD.,Textiles
ZSVTRADI.BO,S.V.TRADING & AGENCIES LTD.,Other Financial Services
ZSVARAJT.BO,SVARAJ TRADING & AGENCIES LTD.,Other Financial Services
SALSAIN.BO,SHREE SALASAR INVESTMENT LTD.,Other Financial Services
INDSOYA.BO,INDSOYA LTD.,Diversified Commercial Services
ZODIACVEN.BO,Zodiac Ventures Limited,Consulting Services
VEERENRGY.BO,VEER ENERGY & INFRASTRUCTURE LTD.,Electric Utilities
SW1.BO,SW Investments Ltd,Diversified Commercial Services
TILAK.BO,Tilak Ventures Ltd,Investment Companies
KKFIN.BO,K K Fincorp Limited,Diversified Commercial Services
UNIJOLL.BO,UNIJOLLY INVESTMENTS CO.LTD.,Other Financial Services
WAGEND.BO,Wagend Infra Venture Limited,Diversified Commercial Services
ELCIDIN.BO,ELCID INVESTMENTS LTD.,Diversified Commercial Services
HEALINV.BO,HEALTHY INVESTMENTS LTD.,Diversified Commercial Services
SAHARA.BO,SAHARA ONE MEDIA & ENTERTAINMENT LTD.-$,Broadcasting & Cable TV
SHRENTI.BO,SHREENATH INVESTMENTS CO.LTD.,Diversified Commercial Services
BANSWRAS.BO,BANSWARA SYNTEX LTD.-$,Textiles
MODWOOL.BO,MODELLA WOOLLENS LTD.,Comm.Trading  & Distribution
MODIPON.BO,MODIPON LTD.,Agrochemicals
SHRIDINE.BO,SHRI DINESH MILLS LTD.-$,Textiles
SRF.BO,SRF LTD.,Diversified
SIYSIL.BO,SIYARAM SILK MILLS LTD.-$,Textiles
SWADPOL.BO,SWADESHI POLYTEX LTD.,Textiles
SHRAJSYNQ.BO,SHREE RAJASTHAN SYNTEX LTD.-$,Textiles
SHRMFGC.BO,SHREE MANUFACTURING CO.LTD.,Textiles
ZSATYASL.BO,SATYAM SILK MILLS LTD.,Other Financial Services
BBL.BO,BHARAT BIJLEE LTD.-$,Other Elect.Equip./ Prod.
ELPROINTL.BO,ELPRO INTERNATIONAL LTD.,Other Elect.Equip./ Prod.
EMCO.BO,EMCO LTD.-$,Heavy Electrical Equipment
GEE.BO,GEE LTD.,Other Industrial Goods
HIRECT.BO,HIND RECTIFIERS LTD.,Electronic Components
